,0,1,2,3
0,-1.3830973853050275,1.138058711091798,0.9623132793017505,0.5063418826468461
1,0.5654107817980293,-2.7198877487637105,-1.7454371555962245,-2.1761015290041854
2,1.188248558753017,1.6043105564080709,-0.6278816477379718,0.8717052502672116
3,3.500112278632211,2.713859717893189,0.7254194500479335,-1.1468135441154705
4,-1.7340754723908338,1.334592334845265,-0.2623325263293853,-0.4257674388757317
5,-0.718201386015894,-1.8843301066221758,-2.692339570377386,-1.1344026002479066
6,3.1556538663378926,-2.7340542196994293,3.4424078154113076,-0.4010669831931813
7,0.6273399619538299,-0.994819492574195,-1.8242392273365906,-1.004284309942558
8,-0.2523873751254723,-3.619786113782886,0.6512922013986996,-0.6870921319563492
9,0.46872324332968635,-0.13868661046683578,-0.6170465328472929,0.5093747130458764
10,1.2335882028675533,-0.4216520563254891,-0.3362017824541949,0.9200327585647354
11,-0.30194946519057714,-0.42461895598727434,2.051273178446075,-1.1663407056583204
12,-3.21325091578903,-0.24218827155095915,0.20265675275868528,0.8924781380772453
13,-1.0941237288555068,-1.1313871382949856,0.10664597461440943,-1.490309219265926
14,-0.5174977420784346,0.729877677897106,-0.8858140600925279,-1.2376851701283553
15,-3.35441080056265,1.146160974268625,0.7828990761963455,0.41083840949086375
16,1.4466357456568906,0.030728831696223466,1.3012062198947125,2.524050103488599
17,-0.3201355543021387,0.9701031215385746,-0.6319048172911483,-0.1193645928626834
18,0.46350601681969744,3.9597028988655802,0.4555895886170835,-1.5049652075405475
19,-3.7767349015053657,0.1639422176237098,-0.20576413455358974,1.009870089512274
20,2.684589044669083,1.2204714250232707,-0.5332137543855223,1.5387113065651343
21,-0.8203933811313354,0.08537784098152036,3.6334388228615477,0.5417195217902452
22,2.3305214645994776,-0.4458851456555996,-2.938210158879789,1.4105002181335984
23,1.5954367289487845,-2.9139542352233287,-0.6056302752819566,-1.0073559351810104
24,4.297401453828649,-2.9535628493227764,1.8125028810409052,0.13234705352010132
25,-1.9289327206588538,-0.43389383801552217,0.1756429860061645,-0.8387192384277994
26,-4.269850624794514,-1.0791086467107986,1.259028352535132,0.9662364684175349
27,1.511044979625769,0.3961418039366845,-1.500743579921,2.0327994813973933
28,0.11115924213605974,2.230382293370902,1.0626629549553257,-1.9504919741813633
29,-0.5025733287954374,3.5737221352930155,0.40865473730414265,-0.812637708663972
30,-2.875742774232368,-1.4799156857425084,-0.9385532472613252,1.860348349995349
31,0.3239607100950977,0.17048081746371666,-2.264927326225324,0.5157996119820283
32,2.761742275651704,2.9375251850477055,-0.8313922124883303,-0.1311404505537787
33,-2.442820080274581,-0.5299635475672656,-0.5698325445077386,-1.1589331661253757
34,1.2411030813045807,-0.25774388093920747,0.9778302821770785,1.7503185490294797
